ID,Category,Pos_b,Pos_e,Privacy
2218,game,20,25,《魔兽世界》
2218,company,0,5,Jacobs
2218,address,46,47,广州
2218,name,44,45,朱宝
2218,position,42,43,记者
2218,game,57,61,《神界2》
2218,organization,77,81,桑普多利亚
2218,name,108,110,兰杰拉
2218,organization,118,119,热刺
2218,name,145,147,博尔顿
2218,position,139,141,副班长
2218,game,166,173,《幻想三国志4》
2218,government,188,194,俄国防部新闻司
2218,name,199,208,阿列克谢·库兹涅佐夫
2218,position,195,198,代理司长
2218,position,209,210,上校
2218,company,223,228,交行上海分行
2218,address,252,255,辉煌云上
2218,position,243,245,主持人
2218,company,289,294,重庆国际信托
2218,organization,350,353,ac米兰
2218,movie,374,379,《黑衣人2》
2218,organization,418,421,乌迪内斯
2218,organization,433,436,乌迪内斯
2218,organization,425,428,多特蒙德
2218,book,456,457,正史
2218,book,459,460,野史
2218,book,463,464,演义
2218,book,477,481,《沣州志》
2218,name,439,440,金庸
2218,name,474,475,何璘
2218,name,486,495,moore-gwyn
2218,name,503,504,透纳
2218,scene,519,520,罗马
2218,address,526,531,达拉维平民窟
2218,movie,536,545,《平民窟的百万富翁》
