ID,Category,Pos_b,Pos_e,Privacy
2434,address,4,7,巴塞罗那
2434,address,11,13,安道尔
2434,address,29,37,巴塞附近的比奇小镇
2434,position,59,60,明星
2434,book,77,82,《格林童话》
2434,game,114,119,星际争霸2》
2434,company,139,140,暴雪
2434,address,160,163,门头沟区
2434,organization,171,178,城市管理服务广播
2434,book,151,153,新京报
2434,name,166,168,刘云广
2434,position,164,165,区长
2434,company,201,204,易联公司
2434,company,223,226,易联公司
2434,company,211,212,银联
2434,company,234,235,银联
2434,book,244,248,《文汇报》
2434,company,267,268,汇丰
2434,game,311,316,《魔兽世界》
2434,movie,346,351,指环王三部曲
2434,name,370,372,阿拉贡
2434,game,386,390,《星际2》
