ID,Category,Pos_b,Pos_e,Privacy
1635,name,15,17,朱丽丽
1635,company,1,10,工行深圳分行银行卡部
1635,position,11,14,副总经理
1635,position,55,57,理财师
1635,game,102,107,《春秋Q传》
1635,game,112,115,《巨人》
1635,game,122,125,《诛仙》
1635,company,99,100,金山
1635,company,109,110,征途
1635,company,117,120,完美时空
1635,game,152,162,《使命召唤：黑色行动》
1635,government,126,134,英国电影分级委员会
1635,government,136,139,BBFC
1635,name,167,169,娄东明
1635,address,259,260,西山
1635,government,287,293,人居环境人居委
1635,organization,265,278,中国生态城建设与区域发展联盟
1635,name,262,264,张光燕
1635,position,279,281,秘书长
