ID,Category,Pos_b,Pos_e,Privacy
2454,scene,26,28,金字塔
2454,company,47,48,花旗
2454,address,87,89,杭州市
2454,government,62,75,杭州市建设工程质监总站总师办
2454,name,79,81,胡晓晖
2454,position,76,78,副主任
2454,position,118,119,学生
2454,company,128,131,东亚银行
2454,movie,147,153,《怪物史莱克》
2454,name,141,143,迈尔斯
2454,name,184,186,安妮·
2454,address,190,197,意大利威尼斯水乡
2454,address,216,229,拉斯维加斯威尼斯人度假村酒店
2454,government,237,251,上海市商务委员会商贸行业管理处
2454,name,254,256,濮韶华
2454,position,252,253,处长
2454,game,286,302,《费卢杰六日》(SixDaysin
2454,company,266,271,Konami
2454,address,305,306,重庆
2454,scene,357,359,九寨沟
2454,address,383,385,沙努尔
