ID,Category,Pos_b,Pos_e,Privacy
942,book,0,6,《艺术与投资》
942,government,28,31,印尼海军
942,address,49,51,马山县
942,name,61,62,覃化
942,name,81,82,覃化
942,game,102,106,DotA2
942,game,114,118,DotA2
942,government,132,138,乌审旗人民政府
942,government,146,156,住宅研究会人居环境委员
942,government,140,144,中国房地产
942,game,197,201,星际争霸2
942,address,180,189,南京路步行街世纪广场
942,scene,175,177,黄浦江
942,company,211,214,兴业银行
942,game,279,281,魔兽3
942,game,287,291,星际争霸2
942,name,257,262,ReMinD
942,name,267,272,Grubby
942,name,274,277,Moon
942,movie,293,297,鬼子来了》
942,movie,299,304,《喜马拉雅》
942,movie,306,309,《外出》
942,movie,311,314,《食客》
942,movie,316,321,《好雨时节》
942,movie,323,329,《成都我爱你》
