ID,Category,Pos_b,Pos_e,Privacy
1261,address,0,1,苏园
1261,organization,45,49,（切尔西）
1261,organization,54,58,（不莱梅）
1261,organization,66,71,（斯图加特）
1261,organization,75,81,（沙尔克04）
1261,name,42,44,巴拉克
1261,name,51,53,弗林斯
1261,name,60,65,希策尔斯贝格
1261,name,73,74,琼斯
1261,name,83,86,罗尔费斯
1261,movie,88,94,《超世纪战警》
1261,name,98,106,VinDiesel
1261,organization,117,123,省保险行业协会
1261,organization,128,135,中国城市规划协会
1261,name,139,141,柯焕章
1261,position,136,138,副会长
1261,organization,142,144,桑坦德
1261,position,163,164,球员
1261,organization,189,190,门兴
1261,organization,216,221,bet365
1261,organization,223,224,澳彩
1261,government,269,273,上海银监局
1261,book,235,236,晨报
1261,name,239,240,李强
1261,company,251,253,支付宝
1261,company,258,260,支付宝
1261,position,237,238,记者
1261,address,288,289,无锡
1261,government,307,318,国家体育总局体育信息中心
1261,game,333,335,天翼决
1261,address,329,330,北京
1261,organization,322,324,WCG
1261,company,320,321,三星
1261,organization,345,348,ac米兰
1261,organization,351,352,切沃
1261,organization,376,378,切尔西
1261,name,387,390,斯科拉里
1261,game,415,423,Dota6.72c
1261,name,410,411,海涛
1261,position,408,409,解说
1261,organization,444,448,堪萨斯大学
1261,name,465,471,福雷斯特-阿伦
1261,position,454,455,教师
1261,position,463,464,学生
1261,position,476,477,教练
