ID,Category,Pos_b,Pos_e,Privacy
2511,game,0,5,《前线任务》
2511,company,19,21,任天堂
2511,game,63,69,《现代启示录(
2511,company,34,36,THQ
2511,company,40,50,KAOSSTUDIOS
2511,organization,70,71,热刺
2511,organization,73,75,埃弗顿
2511,organization,83,85,不来梅
2511,organization,87,89,法兰克
2511,organization,102,103,勒沃
2511,organization,105,106,拜仁
2511,address,144,145,四川
2511,address,147,156,泸沽湖镇走婚桥岔路口
2511,address,158,160,博树村
2511,movie,169,174,《点爱成金》
2511,organization,186,194,省古典工艺家具协会
2511,name,197,199,黄福华
2511,position,195,196,会长
2511,government,239,247,老河口市房产管理局
2511,name,251,253,周富强
2511,position,232,233,记者
2511,position,248,250,副局长
2511,government,273,275,国务院
