ID,Category,Pos_b,Pos_e,Privacy
188,government,25,26,军警
188,government,29,31,消防队
188,government,54,58,国土资源部
188,position,59,61,副部长
188,name,95,97,李宗诺
188,company,83,90,伟业顾问营销四部
188,position,91,94,策划总监
188,organization,115,125,海南省文昌市昌洒镇小学
188,name,128,130,林洪榜
188,position,126,127,教师
188,address,154,159,国际会议中心
188,address,186,189,市民中心
188,scene,168,172,杭州大剧院
188,organization,193,195,阿森纳
188,organization,220,222,阿森纳
188,organization,197,199,利物浦
188,organization,226,228,斯托克
188,organization,256,262,纽约商品交易所
188,game,318,321,王者荣耀
188,address,337,354,深圳市福田区南园路70号上田大厦二楼
188,company,322,334,shenlannetbar
188,scene,364,369,陈巴尔虎草原
188,scene,372,374,黑山头
188,government,412,422,市住房和城乡建设委员会
188,book,426,446,《关于廉租住房实物配租管理若干问题的通知》
