ID,Category,Pos_b,Pos_e,Privacy
485,movie,0,5,《鬼屋魔影》
485,name,30,34,乌维·鲍尔
485,position,28,29,导演
485,address,44,54,光耀东方广场a座写字楼
485,government,97,101,国土资源局
485,movie,134,136,《影》
485,organization,164,165,曼联
485,organization,192,193,曼联
485,movie,214,220,《夺宝奇兵4》
485,book,256,261,《大众软件》
485,position,284,285,医生
485,game,290,293,DotA
485,company,333,334,招行
485,game,377,382,《上古卷轴》
485,company,342,347,DelRey
485,company,355,371,BethesdaSoftworks
485,government,421,425,长沙市政府
485,company,387,393,长沙市商业银行
485,company,412,418,长沙市商业银行
485,book,463,470,《第一财经日报》
485,company,432,442,深圳国基房地产开发公司
485,movie,491,494,《车票》
485,movie,496,506,《我不卖身，我卖子宫》
485,movie,508,511,《亲密》
485,scene,519,525,古陶文化陈列馆
