ID,Category,Pos_b,Pos_e,Privacy
1520,organization,0,9,中国社科院金融研究所
1520,name,14,16,尹中立
1520,position,10,13,副研究员
1520,position,20,21,记者
1520,organization,80,81,意甲
1520,organization,86,89,ac米兰
1520,organization,91,95,桑普多利亚
1520,book,101,106,《长沙晚报》
1520,position,109,110,记者
1520,game,122,128,《星际争霸2》
1520,game,139,140,魔兽
1520,government,159,164,中国驻法使馆
1520,name,172,173,钟欣
1520,position,169,170,记者
1520,government,179,183,崇礼县政府
1520,company,184,187,新浪乐居
1520,movie,212,215,《梁祝》
1520,name,189,190,徐克
1520,name,194,196,吴奇隆
1520,name,198,200,杨采妮
1520,position,191,192,导演
1520,government,236,238,美联储
