ID,Category,Pos_b,Pos_e,Privacy
752,organization,11,17,莫斯科中央陆军
752,organization,23,24,南锡
752,organization,30,34,波兹南莱施
752,company,76,79,兴业银行
752,game,87,93,《夺宝冒险王》
752,company,114,116,连天红
752,scene,150,152,巴伦河
752,scene,169,171,塔利河
752,organization,190,196,通州区住保部门
752,game,250,255,《奇诺冲突》
752,game,256,266,(ZenoClash)
752,company,283,284,花旗
752,organization,335,337,雷吉纳
752,organization,339,346,圣彼得堡泽尼特队
752,organization,361,365,俄罗斯联赛
752,company,378,381,渣打银行
752,address,428,431,旗胜家园
752,government,443,447,北京市建委
752,name,457,459,郭建设
752,name,463,464,张捷
